saat,gun_tipi,sicaklik,yagis,gorus_mesafesi,trafik_yogunlugu,hiz_limiti,ortalama_hiz,kavsak_yogunlugu,yol_tipi,zemin_durumu,isiklandirma,is_cikisi_saati,risk_score,kaza,suggestions
10,hafta_ici,25.0,yok,963,8,120,60.5,6,kirsal,kuru,yeterli,0,0.3389,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
7,hafta_ici,3.5,yok,1217,7,90,49.6,2,kirsal,kuru,yeterli,0,0.1239,0,normal_surec
22,hafta_sonu,19.1,yok,1258,1,110,73.7,10,sehir_ici,kuru,yeterli,0,0.1042,0,farlari_ac;kavsakta_dikkat
22,hafta_ici,33.3,yok,1375,2,120,73.6,7,sehir_ici,islak,yetersiz,0,0.2208,0,farlari_ac;takip_mesafesini_artir
11,hafta_sonu,16.1,yok,1086,2,70,52.9,7,sehir_ici,kuru,yeterli,0,0.1637,0,normal_surec
6,hafta_sonu,26.4,yok,1151,4,70,33.2,3,sehir_ici,kuru,yeterli,0,0.1209,0,normal_surec
14,hafta_ici,10.6,yok,1020,3,50,29.5,1,sehir_ici,kuru,yeterli,0,0.1486,1,normal_surec
23,hafta_sonu,14.8,yok,1212,1,50,40.6,9,sehir_ici,islak,yeterli,0,0.1824,0,farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
16,hafta_ici,13.0,hafif,431,2,110,101.6,5,kirsal,islak,yeterli,0,0.8622,1,hizini_dusur;takip_mesafesini_artir
3,hafta_ici,11.1,yok,577,9,90,30.6,2,sehir_ici,kuru,yeterli,0,0.6221,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
21,hafta_ici,13.5,hafif,450,1,110,73.9,8,sehir_ici,kuru,yeterli,0,0.7849,1,farlari_ac;kavsakta_dikkat
12,hafta_ici,-1.3,hafif,638,9,110,35.8,10,sehir_ici,karlı,yeterli,0,0.9206,1,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir;kavsakta_dikkat"
17,hafta_sonu,11.7,yok,609,7,90,32.2,10,sehir_ici,kuru,yeterli,1,0.7665,1,kavsakta_dikkat
0,hafta_ici,28.4,yok,810,2,90,57.4,4,sehir_ici,kuru,yetersiz,0,0.5017,1,farlari_ac
15,hafta_ici,5.4,yok,819,2,30,18.1,10,sehir_ici,kuru,yeterli,0,0.3789,0,kavsakta_dikkat
12,hafta_ici,4.3,hafif,740,5,110,55.4,7,sehir_ici,kuru,yeterli,0,0.6429,0,normal_surec
9,hafta_ici,15.6,hafif,718,5,70,32.0,5,sehir_ici,karlı,yeterli,0,0.8031,1,takip_mesafesini_artir
11,hafta_ici,16.1,yok,1021,4,90,59.9,3,kirsal,buzlu,yeterli,0,0.4621,1,takip_mesafesini_artir
1,hafta_ici,18.8,hafif,681,10,30,17.7,10,otoyol,islak,yeterli,0,0.8904,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir;kavsakta_dikkat"
22,hafta_sonu,13.9,yok,1141,10,120,38.7,8,sehir_ici,kuru,yeterli,0,0.2732,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
2,hafta_ici,15.7,yok,890,3,120,77.2,2,sehir_ici,kuru,yeterli,0,0.231,0,farlari_ac
9,hafta_ici,11.5,hafif,502,4,90,70.3,1,kirsal,kuru,yeterli,0,0.7213,1,normal_surec
1,hafta_ici,2.2,hafif,876,10,90,26.1,5,sehir_ici,buzlu,yeterli,0,0.8572,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
22,hafta_ici,14.3,yok,253,4,110,58.1,4,sehir_ici,kuru,yeterli,0,0.7848,1,sis_farlarini_ac;farlari_ac
12,hafta_sonu,22.2,hafif,466,2,70,42.8,10,sehir_ici,kuru,yeterli,0,0.8139,1,kavsakta_dikkat
12,hafta_ici,20.2,siddetli,234,5,70,43.2,7,sehir_ici,kuru,yeterli,0,0.954,1,hizini_azalt;sis_farlarini_ac
17,hafta_ici,-2.4,hafif,700,5,90,71.1,9,kirsal,kuru,yeterli,1,0.7972,1,kavsakta_dikkat
2,hafta_ici,17.5,hafif,804,5,50,24.7,6,sehir_ici,buzlu,yeterli,0,0.8351,1,farlari_ac;takip_mesafesini_artir
6,hafta_sonu,6.1,hafif,934,10,90,25.2,1,sehir_ici,kuru,yeterli,0,0.4911,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
13,hafta_ici,28.9,yok,972,1,90,66.7,8,sehir_ici,kuru,yeterli,0,0.2204,0,kavsakta_dikkat
19,hafta_ici,18.3,hafif,595,6,70,33.1,2,sehir_ici,kuru,yeterli,1,0.7849,1,farlari_ac
16,hafta_sonu,24.0,yok,1108,2,50,33.5,4,sehir_ici,kuru,yeterli,0,0.1259,0,normal_surec
20,hafta_ici,15.2,hafif,504,7,70,29.1,3,sehir_ici,islak,yeterli,0,0.8671,1,farlari_ac;takip_mesafesini_artir
11,hafta_sonu,14.3,yok,644,4,70,34.5,6,sehir_ici,buzlu,yeterli,0,0.7978,1,takip_mesafesini_artir
15,hafta_sonu,30.0,yok,971,5,90,44.3,2,sehir_ici,karlı,yeterli,0,0.3979,0,takip_mesafesini_artir
23,hafta_ici,24.7,yok,1223,5,90,45.5,5,sehir_ici,kuru,yeterli,0,0.1208,1,farlari_ac
11,hafta_ici,16.2,yok,927,5,120,49.0,9,sehir_ici,kuru,yetersiz,0,0.5562,0,farlari_ac;kavsakta_dikkat
14,hafta_ici,13.0,yok,1124,2,50,44.8,3,otoyol,kuru,yeterli,0,0.1165,0,normal_surec
9,hafta_ici,-2.1,siddetli,109,5,110,68.1,2,sehir_ici,kuru,yeterli,0,0.9578,1,hizini_azalt;sis_farlarini_ac
6,resmi_tatil,18.2,siddetli,251,3,70,40.3,2,sehir_ici,kuru,yeterli,0,0.9164,1,hizini_azalt;sis_farlarini_ac
19,hafta_ici,13.7,yok,878,4,90,50.6,9,sehir_ici,kuru,yeterli,1,0.469,1,farlari_ac;kavsakta_dikkat
4,hafta_ici,20.5,siddetli,154,2,90,54.6,6,sehir_ici,kuru,yeterli,0,0.949,1,hizini_azalt;sis_farlarini_ac;farlari_ac
0,hafta_sonu,23.6,hafif,718,4,90,62.9,2,otoyol,kuru,yeterli,0,0.5593,1,farlari_ac
16,hafta_ici,27.3,yok,1553,9,110,47.2,3,kirsal,kuru,yeterli,0,0.0527,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
2,hafta_ici,18.4,yok,1296,8,70,29.3,1,sehir_ici,islak,yeterli,0,0.1556,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
12,hafta_ici,4.5,hafif,789,3,70,41.3,2,sehir_ici,islak,yeterli,0,0.5971,1,takip_mesafesini_artir
13,hafta_ici,-6.5,yok,1213,1,110,75.1,2,sehir_ici,kuru,yeterli,0,0.0718,0,normal_surec
23,hafta_sonu,6.8,hafif,716,1,70,51.5,2,sehir_ici,kuru,yeterli,0,0.4829,0,farlari_ac
17,hafta_ici,28.3,hafif,276,6,50,24.3,7,sehir_ici,islak,yeterli,1,0.9652,1,sis_farlarini_ac;takip_mesafesini_artir
3,hafta_ici,33.2,hafif,576,3,30,19.6,3,sehir_ici,kuru,yeterli,0,0.6682,1,farlari_ac
17,hafta_ici,12.6,yok,1152,4,70,45.2,4,sehir_ici,kuru,yeterli,1,0.1915,0,normal_surec
4,hafta_ici,0.4,yok,1159,1,90,90.8,2,kirsal,kuru,yeterli,0,0.0904,0,farlari_ac;hizini_dusur
15,hafta_ici,8.5,yok,1381,8,90,41.1,5,sehir_ici,kuru,yeterli,0,0.0966,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
0,hafta_ici,26.4,yok,690,1,70,60.4,9,otoyol,kuru,yeterli,0,0.4584,0,farlari_ac;kavsakta_dikkat
20,hafta_ici,9.1,yok,1182,5,50,30.0,9,sehir_ici,islak,yeterli,0,0.2682,0,farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
13,hafta_sonu,20.9,yok,680,6,110,59.6,7,sehir_ici,kuru,yeterli,0,0.5506,1,normal_surec
14,hafta_ici,16.7,yok,936,2,110,89.4,8,kirsal,kuru,yeterli,0,0.2659,0,kavsakta_dikkat
8,hafta_ici,22.1,hafif,588,7,120,50.3,5,sehir_ici,kuru,yeterli,0,0.7659,0,normal_surec
14,hafta_ici,33.2,yok,1258,7,120,47.7,5,sehir_ici,kuru,yeterli,0,0.1284,0,normal_surec
16,hafta_sonu,20.9,yok,1223,1,120,83.9,3,sehir_ici,kuru,yeterli,0,0.0744,0,normal_surec
23,hafta_sonu,16.5,yok,1036,4,110,67.3,6,sehir_ici,kuru,yeterli,0,0.2081,0,farlari_ac
3,hafta_ici,34.3,yok,354,4,90,43.4,1,sehir_ici,kuru,yeterli,0,0.6709,0,farlari_ac
11,resmi_tatil,18.5,yok,1133,5,50,36.1,3,kirsal,kuru,yeterli,0,0.1457,0,normal_surec
4,hafta_ici,7.1,hafif,551,1,90,60.2,2,sehir_ici,kuru,yeterli,0,0.6241,1,farlari_ac
4,hafta_ici,21.9,yok,1417,1,50,40.9,7,sehir_ici,kuru,yeterli,0,0.0519,0,farlari_ac
10,hafta_ici,19.5,hafif,807,7,110,64.8,9,kirsal,kuru,yeterli,0,0.6728,0,kavsakta_dikkat
5,hafta_ici,11.9,yok,718,9,90,39.1,4,otoyol,kuru,yetersiz,0,0.7399,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
6,hafta_sonu,9.8,hafif,704,1,90,59.4,7,sehir_ici,kuru,yeterli,0,0.5786,0,normal_surec
23,hafta_ici,12.0,hafif,708,2,50,46.0,8,sehir_ici,kuru,yeterli,0,0.6288,1,farlari_ac;hizini_dusur;kavsakta_dikkat
13,hafta_ici,9.7,siddetli,289,6,90,43.4,10,sehir_ici,buzlu,yeterli,0,0.9887,1,hizini_azalt;sis_farlarini_ac;takip_mesafesini_artir;kavsakta_dikkat
23,hafta_sonu,12.3,hafif,671,6,70,37.2,2,kirsal,karlı,yeterli,0,0.8145,1,farlari_ac;takip_mesafesini_artir
10,hafta_ici,6.6,siddetli,297,2,70,41.7,7,sehir_ici,kuru,yeterli,0,0.923,1,hizini_azalt;sis_farlarini_ac
12,hafta_ici,18.9,hafif,870,9,70,24.9,3,sehir_ici,islak,yeterli,0,0.6847,1,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
1,hafta_ici,18.1,yok,834,4,30,13.1,8,sehir_ici,kuru,yeterli,0,0.3761,0,farlari_ac;kavsakta_dikkat
6,hafta_ici,18.5,yok,728,7,90,34.8,6,sehir_ici,kuru,yeterli,0,0.5101,1,normal_surec
19,hafta_ici,14.4,yok,1234,6,90,46.9,3,sehir_ici,kuru,yeterli,1,0.1663,0,farlari_ac
3,hafta_ici,13.2,yok,434,3,110,71.2,8,sehir_ici,kuru,yeterli,0,0.7003,1,farlari_ac;kavsakta_dikkat
7,hafta_ici,29.4,yok,1196,8,70,23.3,3,sehir_ici,kuru,yeterli,0,0.1491,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
19,hafta_ici,15.7,yok,1143,7,70,35.3,9,sehir_ici,kuru,yeterli,1,0.3192,0,farlari_ac;kavsakta_dikkat
21,hafta_sonu,27.6,hafif,177,9,120,35.6,3,sehir_ici,kuru,yeterli,0,0.9369,1,"sis_farlarini_ac;saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
20,hafta_ici,5.0,siddetli,202,3,90,63.1,1,sehir_ici,kuru,yetersiz,0,0.968,1,hizini_azalt;sis_farlarini_ac;farlari_ac
18,hafta_ici,20.9,yok,1472,1,90,65.7,2,sehir_ici,kuru,yeterli,1,0.0462,0,normal_surec
12,hafta_ici,7.7,yok,562,2,90,60.3,4,sehir_ici,kuru,yeterli,0,0.5014,0,normal_surec
13,hafta_ici,9.4,siddetli,265,1,110,102.6,2,otoyol,kuru,yeterli,0,0.8998,0,hizini_azalt;sis_farlarini_ac;hizini_dusur
9,hafta_ici,10.9,yok,698,5,70,32.9,4,sehir_ici,buzlu,yeterli,0,0.7578,1,takip_mesafesini_artir
10,hafta_ici,10.3,hafif,472,10,70,15.0,4,otoyol,islak,yeterli,0,0.9125,1,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
1,hafta_ici,10.3,yok,1574,2,110,70.4,4,sehir_ici,karlı,yeterli,0,0.0622,0,farlari_ac;takip_mesafesini_artir
8,hafta_sonu,27.2,yok,1037,3,50,30.3,1,sehir_ici,kuru,yeterli,0,0.1414,0,normal_surec
16,hafta_ici,15.5,yok,1155,8,110,46.6,9,otoyol,kuru,yeterli,0,0.24,0,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
2,hafta_sonu,17.3,hafif,579,10,70,30.7,10,kirsal,kuru,yeterli,0,0.8696,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
23,hafta_ici,10.4,yok,545,5,90,45.4,7,sehir_ici,kuru,yeterli,0,0.6389,1,farlari_ac
5,hafta_sonu,23.6,yok,644,4,110,89.7,2,kirsal,kuru,yetersiz,0,0.6683,0,farlari_ac
4,hafta_ici,18.6,yok,1353,5,70,45.3,3,otoyol,islak,yeterli,0,0.116,0,farlari_ac;takip_mesafesini_artir
4,hafta_sonu,11.9,yok,1045,10,110,48.0,8,kirsal,kuru,yeterli,0,0.3506,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
21,hafta_ici,-0.8,siddetli,192,6,120,73.8,7,otoyol,kuru,yeterli,0,0.964,1,hizini_azalt;sis_farlarini_ac;farlari_ac
14,hafta_ici,17.2,hafif,596,7,90,37.5,4,sehir_ici,islak,yeterli,0,0.8347,1,takip_mesafesini_artir
22,hafta_ici,20.8,yok,1198,9,120,54.3,4,kirsal,islak,yeterli,0,0.2659,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
16,hafta_sonu,5.2,yok,1136,1,30,20.8,9,sehir_ici,kuru,yeterli,0,0.1438,0,kavsakta_dikkat
8,hafta_ici,12.0,yok,769,4,110,85.1,5,otoyol,kuru,yeterli,0,0.3946,1,normal_surec
2,hafta_ici,20.4,hafif,316,9,70,13.2,5,sehir_ici,kuru,yeterli,0,0.911,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
19,hafta_ici,-0.7,hafif,526,5,70,35.2,7,sehir_ici,kuru,yeterli,1,0.8575,1,farlari_ac
16,hafta_ici,8.5,yok,1332,8,70,25.7,1,sehir_ici,kuru,yeterli,0,0.0861,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
9,hafta_ici,18.8,hafif,753,1,70,56.6,3,otoyol,kuru,yeterli,0,0.4711,0,normal_surec
2,hafta_ici,26.1,yok,1123,4,70,42.4,2,sehir_ici,kuru,yeterli,0,0.1266,0,farlari_ac
17,resmi_tatil,36.9,siddetli,237,9,120,34.6,10,sehir_ici,kuru,yetersiz,1,0.9929,1,"hizini_azalt;sis_farlarini_ac;saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
17,hafta_sonu,34.6,siddetli,211,1,110,109.2,6,kirsal,kuru,yeterli,1,0.958,1,hizini_azalt;sis_farlarini_ac;hizini_dusur
16,resmi_tatil,16.4,hafif,572,1,50,35.4,6,sehir_ici,islak,yetersiz,0,0.8955,1,farlari_ac;takip_mesafesini_artir
23,hafta_ici,10.2,hafif,740,4,50,25.1,10,sehir_ici,kuru,yeterli,0,0.667,1,farlari_ac;kavsakta_dikkat
2,hafta_sonu,24.2,yok,1303,3,110,71.8,1,sehir_ici,kuru,yetersiz,0,0.1356,0,farlari_ac
2,hafta_sonu,9.6,hafif,552,7,70,48.2,6,kirsal,kuru,yeterli,0,0.8073,0,farlari_ac
5,hafta_ici,7.4,yok,1760,3,50,30.5,10,sehir_ici,kuru,yeterli,0,0.0233,0,farlari_ac;kavsakta_dikkat
12,hafta_ici,11.9,yok,1027,1,90,92.4,2,kirsal,kuru,yeterli,0,0.1376,0,hizini_dusur
23,hafta_ici,10.7,yok,895,10,70,18.7,4,sehir_ici,kuru,yeterli,0,0.402,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
14,hafta_sonu,19.1,hafif,865,2,70,50.5,6,sehir_ici,kuru,yeterli,0,0.4478,0,normal_surec
8,hafta_ici,9.0,yok,388,10,110,29.0,3,sehir_ici,islak,yeterli,0,0.8664,1,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
3,hafta_ici,15.9,yok,1144,4,90,77.5,3,otoyol,kuru,yeterli,0,0.1313,0,farlari_ac
13,hafta_ici,30.9,yok,978,1,50,40.4,3,sehir_ici,buzlu,yeterli,0,0.427,1,takip_mesafesini_artir
4,hafta_sonu,16.2,yok,1434,1,120,86.4,4,sehir_ici,kuru,yeterli,0,0.0393,0,farlari_ac
1,hafta_sonu,30.2,yok,1181,8,90,20.9,9,sehir_ici,kuru,yeterli,0,0.2177,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
10,resmi_tatil,27.0,hafif,625,7,70,31.6,4,sehir_ici,kuru,yeterli,0,0.7287,1,normal_surec
8,hafta_ici,20.9,hafif,719,8,70,20.0,4,sehir_ici,kuru,yeterli,0,0.675,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
23,hafta_ici,11.5,yok,683,4,50,29.8,4,sehir_ici,kuru,yeterli,0,0.444,1,farlari_ac
2,hafta_ici,25.4,hafif,774,6,70,39.1,7,sehir_ici,kuru,yeterli,0,0.6419,1,farlari_ac
8,hafta_ici,12.5,hafif,357,3,50,44.6,5,otoyol,kuru,yeterli,0,0.8408,0,normal_surec
2,hafta_ici,15.0,yok,1107,8,70,30.4,2,sehir_ici,kuru,yeterli,0,0.1857,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
1,hafta_ici,18.3,hafif,606,4,50,36.1,7,kirsal,kuru,yeterli,0,0.7305,1,farlari_ac
11,hafta_ici,14.9,siddetli,117,3,90,47.0,3,sehir_ici,kuru,yeterli,0,0.9495,1,hizini_azalt;sis_farlarini_ac
9,hafta_ici,7.8,yok,1020,4,110,57.7,1,sehir_ici,kuru,yeterli,0,0.161,0,normal_surec
8,hafta_sonu,-0.3,yok,1084,6,90,40.4,9,sehir_ici,islak,yeterli,0,0.3601,1,takip_mesafesini_artir;kavsakta_dikkat
14,hafta_ici,24.6,siddetli,200,7,90,37.7,5,sehir_ici,karlı,yeterli,0,0.9834,1,hizini_azalt;sis_farlarini_ac;takip_mesafesini_artir
7,hafta_sonu,20.7,yok,696,7,120,56.7,10,sehir_ici,kuru,yeterli,0,0.6117,1,kavsakta_dikkat
4,hafta_ici,-2.2,yok,1147,4,90,54.1,1,sehir_ici,kuru,yeterli,0,0.1101,0,farlari_ac
10,hafta_ici,7.5,yok,1108,8,70,46.6,1,otoyol,kuru,yeterli,0,0.1807,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
1,hafta_ici,16.8,yok,1068,7,70,24.4,1,sehir_ici,islak,yeterli,0,0.2692,0,farlari_ac;takip_mesafesini_artir
23,hafta_ici,19.4,hafif,601,2,110,77.7,9,sehir_ici,kuru,yeterli,0,0.7193,1,farlari_ac;kavsakta_dikkat
14,hafta_ici,-0.2,yok,830,8,50,23.0,8,sehir_ici,kuru,yeterli,0,0.4849,1,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
5,hafta_ici,14.1,yok,1681,9,70,30.5,6,otoyol,kuru,yeterli,0,0.0419,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
7,hafta_ici,20.4,yok,910,5,90,41.4,10,sehir_ici,kuru,yeterli,0,0.3721,1,kavsakta_dikkat
4,hafta_ici,11.5,yok,740,4,90,47.3,6,sehir_ici,kuru,yeterli,0,0.4261,1,farlari_ac
15,hafta_ici,17.6,yok,1016,4,110,58.3,6,sehir_ici,islak,yeterli,0,0.3218,1,takip_mesafesini_artir
17,resmi_tatil,10.1,yok,945,4,70,61.8,4,kirsal,kuru,yeterli,1,0.3404,0,normal_surec
5,hafta_sonu,24.1,hafif,542,6,50,27.5,5,sehir_ici,karlı,yeterli,0,0.8962,0,farlari_ac;takip_mesafesini_artir
4,hafta_sonu,7.0,yok,1562,4,120,95.5,10,kirsal,kuru,yeterli,0,0.0526,0,farlari_ac;kavsakta_dikkat
15,hafta_ici,3.6,yok,661,7,50,21.4,3,sehir_ici,buzlu,yeterli,0,0.8034,1,takip_mesafesini_artir
12,hafta_sonu,15.3,yok,1011,7,50,19.9,3,sehir_ici,islak,yeterli,0,0.3442,0,takip_mesafesini_artir
4,hafta_sonu,0.7,yok,681,5,90,64.4,10,kirsal,kuru,yeterli,0,0.5836,1,farlari_ac;kavsakta_dikkat
12,hafta_ici,-6.1,yok,837,5,110,57.0,7,sehir_ici,kuru,yeterli,0,0.3854,0,normal_surec
16,resmi_tatil,25.8,yok,1520,10,110,30.3,5,sehir_ici,kuru,yeterli,0,0.0725,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
17,hafta_ici,5.2,hafif,650,8,120,62.6,8,kirsal,kuru,yeterli,1,0.8517,0,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
7,hafta_sonu,1.7,yok,1080,7,50,15.7,5,sehir_ici,kuru,yeterli,0,0.2147,1,normal_surec
12,hafta_sonu,6.9,hafif,430,7,70,30.7,4,sehir_ici,kuru,yetersiz,0,0.9289,1,farlari_ac
18,hafta_ici,6.4,yok,872,6,70,43.8,3,kirsal,kuru,yeterli,1,0.4243,1,normal_surec
2,hafta_ici,13.6,siddetli,386,7,110,42.6,2,sehir_ici,kuru,yetersiz,0,0.9608,1,hizini_azalt;farlari_ac
23,resmi_tatil,4.1,yok,1149,7,90,41.0,3,sehir_ici,islak,yeterli,0,0.245,0,farlari_ac;takip_mesafesini_artir
7,hafta_ici,20.0,hafif,538,10,30,17.4,7,sehir_ici,kuru,yeterli,0,0.8647,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
1,hafta_ici,21.5,yok,1132,2,110,78.3,8,sehir_ici,kuru,yeterli,0,0.1504,0,farlari_ac;kavsakta_dikkat
7,resmi_tatil,2.3,yok,1080,10,70,25.2,5,otoyol,kuru,yeterli,0,0.2753,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
12,hafta_ici,8.8,yok,748,2,90,62.1,1,sehir_ici,kuru,yeterli,0,0.2959,0,normal_surec
12,hafta_ici,9.8,siddetli,222,10,110,46.0,3,otoyol,kuru,yeterli,0,0.964,1,"hizini_azalt;sis_farlarini_ac;saglam_sabit_hareket,serit_degisiminden_kacin"
0,hafta_ici,13.3,yok,1676,7,70,30.0,4,sehir_ici,kuru,yeterli,0,0.0302,0,farlari_ac
5,hafta_ici,25.8,yok,1117,10,70,26.5,10,kirsal,islak,yeterli,0,0.4485,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir;kavsakta_dikkat"
23,hafta_ici,26.4,hafif,317,7,70,31.1,4,sehir_ici,kuru,yetersiz,0,0.9513,1,farlari_ac
18,hafta_ici,40.0,yok,1153,7,70,52.5,1,otoyol,kuru,yeterli,1,0.211,1,normal_surec
15,hafta_ici,-7.7,hafif,834,5,50,27.0,10,sehir_ici,islak,yeterli,0,0.7325,1,takip_mesafesini_artir;kavsakta_dikkat
7,hafta_ici,5.8,yok,728,1,90,56.7,9,sehir_ici,kuru,yeterli,0,0.415,0,kavsakta_dikkat
0,hafta_sonu,33.1,hafif,517,2,70,56.8,10,kirsal,kuru,yeterli,0,0.7908,0,farlari_ac;kavsakta_dikkat
15,hafta_ici,-3.0,yok,1436,9,120,38.3,4,sehir_ici,kuru,yeterli,0,0.0816,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
8,hafta_ici,32.9,yok,1010,8,70,29.2,2,otoyol,kuru,yeterli,0,0.2431,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
12,hafta_ici,16.5,yok,957,8,70,25.5,9,sehir_ici,islak,yeterli,0,0.5189,0,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir;kavsakta_dikkat"
10,hafta_ici,16.8,hafif,359,10,70,30.7,4,sehir_ici,islak,yeterli,0,0.942,0,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
12,hafta_ici,2.2,yok,1321,1,110,74.4,4,sehir_ici,kuru,yeterli,0,0.0572,0,normal_surec
20,hafta_ici,10.5,yok,943,6,70,27.2,6,sehir_ici,kuru,yeterli,0,0.3034,0,farlari_ac
9,hafta_sonu,32.5,siddetli,87,9,110,34.9,8,sehir_ici,islak,yeterli,0,0.9894,1,"hizini_azalt;sis_farlarini_ac;saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir;kavsakta_dikkat"
3,hafta_ici,14.5,yok,528,8,110,40.5,5,sehir_ici,kuru,yeterli,0,0.6867,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
5,hafta_ici,10.6,hafif,498,3,120,67.9,8,sehir_ici,kuru,yeterli,0,0.7889,1,farlari_ac;kavsakta_dikkat
6,hafta_ici,19.1,siddetli,169,4,110,55.4,1,sehir_ici,kuru,yeterli,0,0.9376,1,hizini_azalt;sis_farlarini_ac
4,hafta_ici,13.1,hafif,435,3,50,47.9,4,kirsal,kuru,yeterli,0,0.7904,1,farlari_ac;hizini_dusur
10,hafta_ici,18.5,hafif,1022,6,110,53.8,1,sehir_ici,kuru,yeterli,0,0.3233,0,normal_surec
12,hafta_ici,6.5,yok,1212,9,120,36.8,3,sehir_ici,islak,yeterli,0,0.2382,0,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
18,hafta_ici,14.2,yok,226,8,120,55.0,7,kirsal,kuru,yeterli,1,0.9215,1,"sis_farlarini_ac;saglam_sabit_hareket,serit_degisiminden_kacin"
22,hafta_sonu,8.6,hafif,543,10,50,11.4,1,sehir_ici,kuru,yeterli,0,0.7936,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
9,hafta_ici,-3.0,yok,973,4,90,44.3,5,sehir_ici,kuru,yeterli,0,0.2307,1,normal_surec
9,hafta_ici,19.8,yok,556,2,50,29.8,1,sehir_ici,islak,yeterli,0,0.5827,1,takip_mesafesini_artir
10,hafta_ici,2.7,hafif,696,8,70,45.8,6,kirsal,kuru,yeterli,0,0.7351,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
20,hafta_ici,13.4,yok,387,8,110,42.3,9,sehir_ici,kuru,yeterli,0,0.8284,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
6,hafta_ici,24.3,hafif,797,6,120,52.9,3,sehir_ici,islak,yeterli,0,0.6748,0,takip_mesafesini_artir
17,hafta_ici,0.0,hafif,859,8,90,37.0,6,sehir_ici,kuru,yeterli,1,0.6989,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
3,hafta_ici,21.0,hafif,1023,9,110,31.3,4,sehir_ici,kuru,yeterli,0,0.4391,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
1,hafta_ici,12.0,hafif,316,1,30,19.0,6,sehir_ici,kuru,yeterli,0,0.8351,1,farlari_ac
13,hafta_ici,5.3,hafif,353,9,30,5.0,2,sehir_ici,kuru,yeterli,0,0.8783,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
12,hafta_ici,35.2,hafif,724,2,90,65.2,4,sehir_ici,islak,yeterli,0,0.6647,1,takip_mesafesini_artir
